cnpj;dsc_nivel_atividade;dt_carga
23358859000172;Medio;04/06/2023
23361209000186;Medio;04/06/2023
23363986000160;Alto;04/06/2023
23364523000112;Alto;04/06/2023
23370486000155;Medio;04/06/2023
23371502000124;Medio;04/06/2023
23374327000129;Alto;04/06/2023
23375356000105;Medio;04/06/2023
23378323000119;Baixo;04/06/2023
23381731000120;Medio;04/06/2023
23381802000194;Medio;04/06/2023
23390635000148;Medio;04/06/2023
23392063000136;Alto;04/06/2023
23393923000156;Medio;04/06/2023
23411651000170;Baixo;04/06/2023
23414380000106;Alto;04/06/2023
23415351000169;Alto;04/06/2023
23420449000104;Medio;04/06/2023
23433423000109;Medio;04/06/2023
23439264000141;Medio;04/06/2023
23456904000121;Alto;04/06/2023
23458345000199;Medio;04/06/2023
23458447000104;Medio;04/06/2023
23462968000135;Medio;04/06/2023
23466129000195;Medio;04/06/2023
23470401000100;Medio;04/06/2023
23475327000115;Baixo;04/06/2023
23484840000172;Inativo;04/06/2023
23486864000160;Medio;04/06/2023
23494284000115;Baixo;04/06/2023
23496012000154;Inativo;04/06/2023
23518542000156;Muito baixo;04/06/2023
23524783000108;Medio;04/06/2023
23532636000180;Medio;04/06/2023
23536540000190;Muito baixo;04/06/2023
23553861000100;Alto;04/06/2023
23557332000177;Alto;04/06/2023
23559574000108;Medio;04/06/2023
23578256000186;Alto;04/06/2023
23582809000174;Medio;04/06/2023
23586424000185;Medio;04/06/2023
23586997000109;Medio;04/06/2023
23591025000102;Baixo;04/06/2023
23595402000181;Medio;04/06/2023
23599477000130;Medio;04/06/2023
23601862000175;Alto;04/06/2023
23605673000170;Baixo;04/06/2023
23606526000115;Medio;04/06/2023
23610574000187;Alto;04/06/2023
23622387000113;Medio;04/06/2023
23623610000147;Medio;04/06/2023
23636184000186;Baixo;04/06/2023
23637096000107;Medio;04/06/2023
23652958000162;Medio;04/06/2023
23654710000130;Alto;04/06/2023
23660489000123;Medio;04/06/2023
23662077000122;Inativo;04/06/2023
23669928000169;Alto;04/06/2023
23671392000116;Medio;04/06/2023
23672382000103;Medio;04/06/2023
23675202000139;Medio;04/06/2023
23680581000155;Medio;04/06/2023
23681033000140;Baixo;04/06/2023
23693139000163;Baixo;04/06/2023
23700348000944;Medio;04/06/2023
23718766000101;Baixo;04/06/2023
23721864000106;Medio;04/06/2023
23725062001480;Alto;04/06/2023
23725525000190;Medio;04/06/2023
23735804000134;Medio;04/06/2023
23736121000100;Alto;04/06/2023
23742119000135;Medio;04/06/2023
23748232000128;Baixo;04/06/2023
23748511000191;Alto;04/06/2023
23752855000174;Medio;04/06/2023
23759009000186;Medio;04/06/2023
23759722000120;Medio;04/06/2023
23759724000119;Muito baixo;04/06/2023
23759984000194;Alto;04/06/2023
23763909000105;Medio;04/06/2023
23767613000154;Medio;04/06/2023
23782205000171;Medio;04/06/2023
23782875000198;Medio;04/06/2023
23783278000188;Medio;04/06/2023
23786498000165;Medio;04/06/2023
23789199000184;Medio;04/06/2023
23789953000186;Alto;04/06/2023
23791521000100;Medio;04/06/2023
23791803000107;Alto;04/06/2023
23806311000148;Medio;04/06/2023
23822798000152;Alto;04/06/2023
23825546000187;Alto;04/06/2023
23827295000170;Medio;04/06/2023
23838746000174;Medio;04/06/2023
23841283000108;Medio;04/06/2023
23846594000151;Medio;04/06/2023
23847409000143;Medio;04/06/2023
23848523000198;Alto;04/06/2023
23854544000116;Inativo;04/06/2023
23854641000109;Medio;04/06/2023
23854989000104;Medio;04/06/2023
23869268000160;Alto;04/06/2023
23882001000102;Baixo;04/06/2023
23882037000196;Medio;04/06/2023
23882264000111;Medio;04/06/2023
23887691000192;Alto;04/06/2023
23897964000180;Alto;04/06/2023
23906872000119;Medio;04/06/2023
23917276000134;Alto;04/06/2023
23922623000117;Medio;04/06/2023
23922900000191;Baixo;04/06/2023
23962188000154;Medio;04/06/2023
23964429000102;Medio;04/06/2023
23975068000191;Medio;04/06/2023
23976385000122;Medio;04/06/2023
23980904000126;Medio;04/06/2023
23983972000149;Medio;04/06/2023
24002593000193;Medio;04/06/2023
24020378000115;Medio;04/06/2023
24038046000168;Alto;04/06/2023
24040339000180;Alto;04/06/2023
24050800000185;Medio;04/06/2023
24056958000162;Baixo;04/06/2023
24063916000159;Alto;04/06/2023
24069848000135;Alto;04/06/2023
24072242000159;Medio;04/06/2023
24075306000175;Medio;04/06/2023
24078426000126;Medio;04/06/2023
24109582000107;Medio;04/06/2023
24124500000101;Alto;04/06/2023
24125728000108;Medio;04/06/2023
24127713000189;Baixo;04/06/2023
24130655000142;Alto;04/06/2023
24130774000103;Medio;04/06/2023
24133245000155;Alto;04/06/2023
24134029000124;Medio;04/06/2023
24142894000112;Muito baixo;04/06/2023
24154355000101;Medio;04/06/2023
24160089000111;Medio;04/06/2023
24164302000163;Baixo;04/06/2023
24173789000140;Medio;04/06/2023
24185112000122;Medio;04/06/2023
24187179000104;Baixo;04/06/2023
24188856000524;Medio;04/06/2023
24191127000101;Alto;04/06/2023
24193487000134;Medio;04/06/2023
24197149000170;Medio;04/06/2023
24201371000108;Baixo;04/06/2023
24202570000122;Medio;04/06/2023
24211931000105;Alto;04/06/2023
24213690000125;Medio;04/06/2023
24214703000180;Medio;04/06/2023
24216311000150;Medio;04/06/2023
24217939000170;Alto;04/06/2023
24222798000184;Alto;04/06/2023
24223231000122;Alto;04/06/2023
24223672000124;Medio;04/06/2023
24223907000188;Medio;04/06/2023
24230275000180;Medio;04/06/2023
24231012000195;Alto;04/06/2023
24233787000108;Muito baixo;04/06/2023
24234427000112;Medio;04/06/2023
24237056000122;Medio;04/06/2023
24247159000173;Baixo;04/06/2023
24248888000144;Medio;04/06/2023
24252092000165;Medio;04/06/2023
24254590000147;Inativo;04/06/2023
24262520000130;Medio;04/06/2023
24268183000199;Baixo;04/06/2023
24270626000186;Medio;04/06/2023
24271377000143;Alto;04/06/2023
24276134000106;Medio;04/06/2023
24286846000106;Medio;04/06/2023
24289521000179;Alto;04/06/2023
24294007000121;Alto;04/06/2023
24304803000106;Medio;04/06/2023
24323918000130;Medio;04/06/2023
24335274000108;Medio;04/06/2023
24337288000152;Alto;04/06/2023
24340476000130;Medio;04/06/2023
24340975000127;Inativo;04/06/2023
24342033000188;Medio;04/06/2023
24343128000116;Medio;04/06/2023
24343565000130;Medio;04/06/2023
24349867000115;Medio;04/06/2023
24350135000145;Medio;04/06/2023
24356221000165;Medio;04/06/2023
24359502000171;Baixo;04/06/2023
24365797000199;Medio;04/06/2023
24369512000198;Inativo;04/06/2023
24372158000150;Alto;04/06/2023
24382622000190;Alto;04/06/2023
24384889000116;Medio;04/06/2023
24392381000160;Medio;04/06/2023
24393123000106;Medio;04/06/2023
24396037000149;Alto;04/06/2023
24401243000108;Medio;04/06/2023
24404319000140;Medio;04/06/2023
24409635000105;Medio;04/06/2023
24413856000157;Alto;04/06/2023
24414449000164;Medio;04/06/2023
24418383000180;Medio;04/06/2023
24435578000139;Baixo;04/06/2023
24440746000184;Medio;04/06/2023
24448794000119;Alto;04/06/2023
24449288000144;Medio;04/06/2023
24453212000192;Alto;04/06/2023
24455029000126;Medio;04/06/2023
24457201000180;Alto;04/06/2023
24460119000105;Muito baixo;04/06/2023
24461803000101;Medio;04/06/2023
24465948000180;Alto;04/06/2023
24472048000160;Medio;04/06/2023
24478441000161;Alto;04/06/2023
24478770000102;Alto;04/06/2023
24488997000139;Medio;04/06/2023
24493387000123;Medio;04/06/2023
24498559000151;Medio;04/06/2023
24523355000123;Medio;04/06/2023
24527710000132;Baixo;04/06/2023
24533428000168;Medio;04/06/2023
24536256000186;Medio;04/06/2023
24542040000123;Medio;04/06/2023
24542289000139;Medio;04/06/2023
24544976000193;Alto;04/06/2023
24546458000109;Baixo;04/06/2023
24546569000115;Medio;04/06/2023
24550313000181;Medio;04/06/2023
24550652000168;Medio;04/06/2023
24554229000217;Medio;04/06/2023
24562237000124;Medio;04/06/2023
24578902000178;Medio;04/06/2023
24584677000182;Medio;04/06/2023
24591514000127;Alto;04/06/2023
24593628000106;Alto;04/06/2023
24594942000103;Medio;04/06/2023
24607388000151;Muito baixo;04/06/2023
24610752000132;Medio;04/06/2023
24612966000148;Baixo;04/06/2023
24614955000105;Medio;04/06/2023
24615682000105;Medio;04/06/2023
24615980000103;Alto;04/06/2023
24617872000161;Medio;04/06/2023
24628866000100;Medio;04/06/2023
24629740000150;Alto;04/06/2023
24631879000138;Medio;04/06/2023
24633548000137;Baixo;04/06/2023
24634302000180;Alto;04/06/2023
24634932000154;Baixo;04/06/2023
24642857000173;Medio;04/06/2023
24648620000108;Medio;04/06/2023
24653846000199;Alto;04/06/2023
24671495000149;Muito baixo;04/06/2023
24690924000125;Baixo;04/06/2023
24706502000109;Medio;04/06/2023
24707351000103;Inativo;04/06/2023
24715223000101;Alto;04/06/2023
24734088000133;Medio;04/06/2023
24737773000113;Alto;04/06/2023
24753756000170;Alto;04/06/2023
24755215000180;Alto;04/06/2023
24758709000119;Medio;04/06/2023
24759264000191;Medio;04/06/2023
24763780000190;Alto;04/06/2023
24770158000109;Alto;04/06/2023
24784575000100;Medio;04/06/2023
24787963000226;NI;04/06/2023
24793742000180;Medio;04/06/2023
24794305000180;Medio;04/06/2023
24795358000116;Medio;04/06/2023
24798855000178;Medio;04/06/2023
24800100000160;Alto;04/06/2023
24809693000126;Medio;04/06/2023
24816457000137;Medio;04/06/2023
24817974000120;Medio;04/06/2023
24823505000114;Medio;04/06/2023
24826426000248;Medio;04/06/2023
24826453000130;Alto;04/06/2023
24827344000137;Alto;04/06/2023
24828062000154;Alto;04/06/2023
24838903000104;Medio;04/06/2023
24839245000175;Medio;04/06/2023
24848713000178;Medio;04/06/2023
24852289000135;Medio;04/06/2023
24857427000179;Alto;04/06/2023
24865974000104;Alto;04/06/2023
24866102000152;Medio;04/06/2023
24867289000109;Baixo;04/06/2023
24868232000124;Alto;04/06/2023
24869096000197;Inativo;04/06/2023
24882677000169;Medio;04/06/2023
24883462000162;Inativo;04/06/2023
24894578000105;Baixo;04/06/2023
24896640000190;Baixo;04/06/2023
24901644000119;Baixo;04/06/2023
24901899000181;Medio;04/06/2023
24903444000367;Medio;04/06/2023
24905008000165;Alto;04/06/2023
24911791000170;Medio;04/06/2023
24911827000115;Baixo;04/06/2023
24923124000107;Medio;04/06/2023
24925169000110;Baixo;04/06/2023
24931439000104;Inativo;04/06/2023
24931862000104;Medio;04/06/2023
24937980000111;Medio;04/06/2023
24958229000100;Alto;04/06/2023
24962466000136;Alto;04/06/2023
24967137000188;Alto;04/06/2023
24967954000136;Alto;04/06/2023
24971233000108;Baixo;04/06/2023
24981973000117;Medio;04/06/2023
24990777000109;Muito baixo;04/06/2023
24993627000159;Medio;04/06/2023
24994887000149;Medio;04/06/2023
24996988000310;Medio;04/06/2023
24999705000122;Baixo;04/06/2023
24999973000144;Alto;04/06/2023
25003430000198;Medio;04/06/2023
25003463000138;Alto;04/06/2023
25006612000112;Medio;04/06/2023
25008953000127;Medio;04/06/2023
25009753000199;Medio;04/06/2023
25011158000198;Medio;04/06/2023
25020062000196;Medio;04/06/2023
25049796000106;Baixo;04/06/2023
25053657000148;Medio;04/06/2023
25054199000161;Medio;04/06/2023
25061638000163;Medio;04/06/2023
25066919000109;Alto;04/06/2023
25071074000140;Medio;04/06/2023
25075332000166;Alto;04/06/2023
25088452000106;Medio;04/06/2023
25094262000193;Alto;04/06/2023
25101337000116;Medio;04/06/2023
25104544000124;Alto;04/06/2023
25112960000174;Medio;04/06/2023
25119224000148;Medio;04/06/2023
25121152000173;Alto;04/06/2023
25132269000152;Medio;04/06/2023
25133370000128;Medio;04/06/2023
25135114000170;Medio;04/06/2023
25138486000150;Alto;04/06/2023
25140507000171;Medio;04/06/2023
25148950000199;Baixo;04/06/2023
25151576000180;Medio;04/06/2023
25155373000162;Alto;04/06/2023
25170522000162;Medio;04/06/2023
25180883000190;Alto;04/06/2023
25181522000168;Medio;04/06/2023
25187139000389;Medio;04/06/2023
25187455000199;Alto;04/06/2023
25188936000119;Medio;04/06/2023
25190676000116;Medio;04/06/2023
25192026000100;Medio;04/06/2023
25195340000146;Baixo;04/06/2023
25195560000170;Baixo;04/06/2023
25196801000286;Medio;04/06/2023
25204614000116;Medio;04/06/2023
25207419000140;Medio;04/06/2023
25210588000139;Alto;04/06/2023
25212421000107;Medio;04/06/2023
25241350000170;Medio;04/06/2023
25246587000144;Medio;04/06/2023
25247705000139;Medio;04/06/2023
25250987000123;Medio;04/06/2023
25250995000170;Medio;04/06/2023
25255325000146;Baixo;04/06/2023
25255675000102;Medio;04/06/2023
25260879000131;Alto;04/06/2023
25265076000170;Medio;04/06/2023
25271433000102;Medio;04/06/2023
25275324000163;Medio;04/06/2023
25275708000186;Baixo;04/06/2023
25278431000145;Medio;04/06/2023
25280305000125;Medio;04/06/2023
25281498000139;Medio;04/06/2023
25299148000108;Baixo;04/06/2023
25301195000130;Medio;04/06/2023
25305427000129;Medio;04/06/2023
25307054000125;Medio;04/06/2023
25310506000128;Medio;04/06/2023
25322755000133;Medio;04/06/2023
25339769000160;Medio;04/06/2023
25354522000112;Inativo;04/06/2023
25357566000104;Medio;04/06/2023
25362803000117;Alto;04/06/2023
25371999000297;Medio;04/06/2023
25382810000261;Medio;04/06/2023
25405558000188;Alto;04/06/2023
25406585000175;Inativo;04/06/2023
25424675000199;Medio;04/06/2023
25426633000197;Medio;04/06/2023
25453087000183;Baixo;04/06/2023
25454305000102;Medio;04/06/2023
25463729000125;Medio;04/06/2023
25477116000147;Alto;04/06/2023
25518846000149;Alto;04/06/2023
25525804000135;Alto;04/06/2023
25527463000137;Alto;04/06/2023
25531242000132;Medio;04/06/2023
25557272000118;Alto;04/06/2023
25571001000117;Alto;04/06/2023
25575564000183;Medio;04/06/2023
25650383003785;Medio;04/06/2023
25695083000101;Inativo;04/06/2023
25914235002163;Medio;04/06/2023
25968345000164;Alto;04/06/2023
25982516000100;Medio;04/06/2023
25999414000105;Medio;04/06/2023
26013231000123;Medio;04/06/2023
26022591000191;Medio;04/06/2023
26028363000129;Medio;04/06/2023
26039134000100;Medio;04/06/2023
26039439000111;Medio;04/06/2023
26039579000190;Medio;04/06/2023
26039647000110;Medio;04/06/2023
26041776000143;Medio;04/06/2023
26042674000223;Medio;04/06/2023
26045918000140;Alto;04/06/2023
26050337000288;NI;04/06/2023
26053950000178;Inativo;04/06/2023
26056961000101;Medio;04/06/2023
26057946000188;Medio;04/06/2023
26059340000181;Medio;04/06/2023
26059663000175;Medio;04/06/2023
26061466000190;Alto;04/06/2023
26062247000800;Medio;04/06/2023
26065083000190;Medio;04/06/2023
26068928000100;Medio;04/06/2023
26071726000109;Medio;04/06/2023
26072111000105;Muito baixo;04/06/2023
26073532000142;Medio;04/06/2023
26086815000129;Baixo;04/06/2023
26090184000111;Alto;04/06/2023
26094719000122;Medio;04/06/2023
26106840000127;Medio;04/06/2023
26111733000359;Alto;04/06/2023
26112885000104;Baixo;04/06/2023
26113776000101;Baixo;04/06/2023
26115205000106;Alto;04/06/2023
26118014000106;Muito baixo;04/06/2023
26121227000189;Medio;04/06/2023
26122872000116;Medio;04/06/2023
26132604000185;Medio;04/06/2023
26136748000290;Medio;04/06/2023
26137560000186;Baixo;04/06/2023
26151761000138;Medio;04/06/2023
26156736000147;Medio;04/06/2023
26162497000138;Baixo;04/06/2023
26165136000145;Baixo;04/06/2023
26173733000111;Medio;04/06/2023
26178879000150;Medio;04/06/2023
26179618000154;Medio;04/06/2023
26189200000128;Alto;04/06/2023
26191557000140;Medio;04/06/2023
26193818000161;Alto;04/06/2023
26197365000141;Medio;04/06/2023
26198318000112;Medio;04/06/2023
26202710000198;Baixo;04/06/2023
26203493000150;Medio;04/06/2023
26204596000135;Medio;04/06/2023
26207046000170;Medio;04/06/2023
26214091000151;Medio;04/06/2023
26216735000140;Alto;04/06/2023
26222708000180;Alto;04/06/2023
26230223000139;Medio;04/06/2023
26241989000119;Alto;04/06/2023
26243255000179;Medio;04/06/2023
26243454000187;Muito baixo;04/06/2023
26244492000154;Medio;04/06/2023
26245596000183;Medio;04/06/2023
26253535000168;Medio;04/06/2023
26253792000108;Alto;04/06/2023
26255592000186;Alto;04/06/2023
26258910000162;Baixo;04/06/2023
26262242000147;Alto;04/06/2023
26282801000180;Medio;04/06/2023
26283639000115;Medio;04/06/2023
26289021000162;Medio;04/06/2023
26290059000155;Alto;04/06/2023
26294655000103;Alto;04/06/2023
26295146000367;Alto;04/06/2023
26297064000190;Alto;04/06/2023
26298641000168;Medio;04/06/2023
26320551000126;Alto;04/06/2023
26327259000135;Alto;04/06/2023
26329246000529;Medio;04/06/2023
26344873000105;Muito baixo;04/06/2023
26345998000150;Medio;04/06/2023
26350436000102;Medio;04/06/2023
26351088000180;Medio;04/06/2023
26351344000139;Alto;04/06/2023
26361687000184;Medio;04/06/2023
26363159000164;Medio;04/06/2023
26363847000124;Medio;04/06/2023
26375962000119;Baixo;04/06/2023
26380812000101;Medio;04/06/2023
26404211000183;Inativo;04/06/2023
26407144000150;Medio;04/06/2023
26407439000127;Medio;04/06/2023
26411309000168;Medio;04/06/2023
26412583000151;Medio;04/06/2023
26413077000187;Alto;04/06/2023
26417027000178;Baixo;04/06/2023
26417706000147;Baixo;04/06/2023
26437291000173;Baixo;04/06/2023
26439834000191;Medio;04/06/2023
26439898000192;Medio;04/06/2023
26442909000193;Medio;04/06/2023
26453652000175;Baixo;04/06/2023
26456307000195;Medio;04/06/2023
26460530000106;Medio;04/06/2023
26460955000115;Medio;04/06/2023
26462693000128;Medio;04/06/2023
26464361000182;Medio;04/06/2023
26467273000134;Alto;04/06/2023
26468609000183;Baixo;04/06/2023
26469261000149;Alto;04/06/2023
26472385000183;Medio;04/06/2023
26479187000141;Alto;04/06/2023
26480431000196;Baixo;04/06/2023
26483056000138;Medio;04/06/2023
26488624000193;Medio;04/06/2023
26494938000107;Medio;04/06/2023
26500091000118;Medio;04/06/2023
26508447000160;Baixo;04/06/2023
26518276000150;Alto;04/06/2023
26529865000133;Alto;04/06/2023
26530023000100;Medio;04/06/2023
26536642000101;Inativo;04/06/2023
26547475000196;Baixo;04/06/2023
26549678000111;Alto;04/06/2023
26554244000100;Baixo;04/06/2023
26557703000109;Medio;04/06/2023
26557982000100;Medio;04/06/2023
26563652010514;Medio;04/06/2023
26567931000160;Alto;04/06/2023
26575204000144;Medio;04/06/2023
26579468000176;Medio;04/06/2023
26581958000107;Medio;04/06/2023
26587601000136;Inativo;04/06/2023
26588287000106;Medio;04/06/2023
26588627000107;Medio;04/06/2023
26591816000120;Medio;04/06/2023
26615946000156;Medio;04/06/2023
26633881000171;Muito baixo;04/06/2023
26633885000150;Medio;04/06/2023
26644787000118;Alto;04/06/2023
26647886000153;Medio;04/06/2023
26656329000107;Inativo;04/06/2023
26657861000130;Medio;04/06/2023
26659061000159;Baixo;04/06/2023
26661898000132;Medio;04/06/2023
26662539000108;Alto;04/06/2023
26665545000100;Medio;04/06/2023
26665659000150;Medio;04/06/2023
26672845000117;Medio;04/06/2023
26673102000161;Alto;04/06/2023
26674167000121;Baixo;04/06/2023
26677414000143;Baixo;04/06/2023
26678589000175;Alto;04/06/2023
26686780000169;Baixo;04/06/2023
26687548000145;Muito baixo;04/06/2023
26693766000192;Baixo;04/06/2023
26701127000121;Medio;04/06/2023
26701789000100;Alto;04/06/2023
26704391000119;Alto;04/06/2023
26704892000103;Medio;04/06/2023
26710831000140;Medio;04/06/2023
26715103000121;Medio;04/06/2023
26728440000153;Medio;04/06/2023
26730290000112;Alto;04/06/2023
26737571000105;Medio;04/06/2023
26750680000154;Medio;04/06/2023
26752530000180;Medio;04/06/2023
26761233000109;Medio;04/06/2023
26762436000101;Alto;04/06/2023
26763271000605;NI;04/06/2023
26767461000188;Medio;04/06/2023
26768745000199;Medio;04/06/2023
26795147000109;Alto;04/06/2023
26796803000198;Medio;04/06/2023
26815040000185;Medio;04/06/2023
26821427000144;Medio;04/06/2023
26822892000108;Muito baixo;04/06/2023
26827998001591;Baixo;04/06/2023
26841206000138;Baixo;04/06/2023
26844576000129;Medio;04/06/2023
26854983000117;Medio;04/06/2023
26857943000129;Medio;04/06/2023
26863029000190;Medio;04/06/2023
26863666000167;Medio;04/06/2023
26866478000192;Medio;04/06/2023
26868133000178;Alto;04/06/2023
26871936000181;Medio;04/06/2023
26876170000128;Baixo;04/06/2023
26876635000140;Medio;04/06/2023
26878457000197;Baixo;04/06/2023
26889367000100;Medio;04/06/2023
