cnpj;dsc_saude_tributaria;dt_carga
06013520000115;Cinza;04/06/2023
06026143000159;Cinza;04/06/2023
06026564000180;Amarela;04/06/2023
06033948000391;Cinza;04/06/2023
06047087000139;Amarela;04/06/2023
06047087011505;Cinza;04/06/2023
06057223000171;Vermelho;04/06/2023
06057879000194;Verde;04/06/2023
06061257000130;Cinza;04/06/2023
06068767000139;Verde;04/06/2023
06076396000137;Cinza;04/06/2023
06084645000136;Cinza;04/06/2023
06088000000171;Verde;04/06/2023
06091234000178;Cinza;04/06/2023
06099229021613;Cinza;04/06/2023
06102876000125;Vermelho;04/06/2023
06113432000195;Cinza;04/06/2023
06120954000114;Cinza;04/06/2023
06124723000189;Cinza;04/06/2023
06126347000161;Cinza;04/06/2023
06132717000173;Verde;04/06/2023
06134093000123;Cinza;04/06/2023
06141890000138;Cinza;04/06/2023
06142246000184;Cinza;04/06/2023
06164253000187;Cinza;04/06/2023
06164973000142;Cinza;04/06/2023
06167143000330;Cinza;04/06/2023
06172997000143;Verde;04/06/2023
06177469000187;Cinza;04/06/2023
06198637000110;Cinza;04/06/2023
06202593000155;Cinza;04/06/2023
06203516000110;Cinza;04/06/2023
06218464000155;Verde;04/06/2023
06220418000190;Vermelho;04/06/2023
06243193000198;Cinza;04/06/2023
06254125000124;Cinza;04/06/2023
06262673000104;Vermelho;04/06/2023
06265728000121;Cinza;04/06/2023
06270580000113;Cinza;04/06/2023
06281054000159;Verde;04/06/2023
06288884000108;Cinza;04/06/2023
06290858001439;Cinza;04/06/2023
06303786000100;Cinza;04/06/2023
06311859000106;Cinza;04/06/2023
06320180000175;Cinza;04/06/2023
06325109000185;Cinza;04/06/2023
06329766000109;Cinza;04/06/2023
06331264000104;Cinza;04/06/2023
06333299000425;Cinza;04/06/2023
06333375000150;Cinza;04/06/2023
06341990000108;Vermelho;04/06/2023
06345049000162;Cinza;04/06/2023
06347409003857;Cinza;04/06/2023
06421119000114;Cinza;04/06/2023
06517718000136;Cinza;04/06/2023
06537440000169;Cinza;04/06/2023
06611271000160;Cinza;04/06/2023
06641146000100;Verde;04/06/2023
06696950000189;Verde;04/06/2023
06743116000105;Verde;04/06/2023
06834727000150;Verde;04/06/2023
06855188000136;Cinza;04/06/2023
06867330000165;Cinza;04/06/2023
06871506000152;Cinza;04/06/2023
06885452000184;Vermelho;04/06/2023
06890547000196;Cinza;04/06/2023
06921977000209;Cinza;04/06/2023
06922004000103;Verde;04/06/2023
06928398001502;Cinza;04/06/2023
06940345000101;Cinza;04/06/2023
06948386000225;Cinza;04/06/2023
06948969000175;Cinza;04/06/2023
06974800000190;Verde;04/06/2023
06977745000191;Verde;04/06/2023
06977751000149;Verde;04/06/2023
07016062000130;Verde;04/06/2023
07022626000148;Cinza;04/06/2023
07040083000191;Cinza;04/06/2023
07040108012597;Verde;04/06/2023
07043638001120;Ni;04/06/2023
07047251000170;Verde;04/06/2023
07052682000478;Cinza;04/06/2023
07053848000128;Cinza;04/06/2023
07054725000101;Verde;04/06/2023
07066911000160;Verde;04/06/2023
07070132000139;Vermelho;04/06/2023
07070955000407;Cinza;04/06/2023
07084407000193;Cinza;04/06/2023
07091286000107;Verde;04/06/2023
07093463000194;Cinza;04/06/2023
07095925000102;Cinza;04/06/2023
07098223000182;Cinza;04/06/2023
07108047000201;Cinza;04/06/2023
07121507000142;Cinza;04/06/2023
07128239000190;Verde;04/06/2023
07136993000172;Amarela;04/06/2023
07138304001211;Cinza;04/06/2023
07144071000107;Cinza;04/06/2023
07144188000190;Verde;04/06/2023
07148556000179;Verde;04/06/2023
07149619000101;Cinza;04/06/2023
07153029000152;Verde;04/06/2023
07154607000175;Vermelho;04/06/2023
07155456000170;Cinza;04/06/2023
07163862000184;Cinza;04/06/2023
07183222000136;Vermelho;04/06/2023
07189980000161;Vermelho;04/06/2023
07193859000103;Cinza;04/06/2023
07198549000181;Vermelho;04/06/2023
07205332000151;Cinza;04/06/2023
07206418000107;Verde;04/06/2023
07206816000115;Verde;04/06/2023
07210045000210;Cinza;04/06/2023
07212235000196;Cinza;04/06/2023
07213083000146;Cinza;04/06/2023
07213222000131;Verde;04/06/2023
07214726000176;Cinza;04/06/2023
07222949000185;Cinza;04/06/2023
07223812000145;Cinza;04/06/2023
07237373000120;Cinza;04/06/2023
07237373017871;Cinza;04/06/2023
07237373019220;Cinza;04/06/2023
07244393000128;Verde;04/06/2023
07246889000130;Cinza;04/06/2023
07246955000172;Cinza;04/06/2023
07250281000260;Cinza;04/06/2023
07251092000474;Ni;04/06/2023
07252899000421;Cinza;04/06/2023
07254926000152;Cinza;04/06/2023
07256065000141;Verde;04/06/2023
07275253000117;Cinza;04/06/2023
07278378000109;Cinza;04/06/2023
07282337000188;Cinza;04/06/2023
07284622000138;Verde;04/06/2023
07288019000124;Cinza;04/06/2023
07289815001153;Cinza;04/06/2023
07295370000142;Vermelho;04/06/2023
07305801000104;Cinza;04/06/2023
07326727000102;Cinza;04/06/2023
07331858000188;Verde;04/06/2023
07333481000104;Cinza;04/06/2023
07336423000126;Cinza;04/06/2023
07353895000197;Cinza;04/06/2023
07391379000157;Verde;04/06/2023
07396779000155;Amarela;04/06/2023
07404815000185;Vermelho;04/06/2023
07413323000156;Cinza;04/06/2023
07415333000120;Verde;04/06/2023
07416658000128;Cinza;04/06/2023
07423746000157;Verde;04/06/2023
07430606000106;Verde;04/06/2023
07432517000794;Cinza;04/06/2023
07437016000105;Verde;04/06/2023
07440174000114;Cinza;04/06/2023
07445103000376;Cinza;04/06/2023
07445626000150;Verde;04/06/2023
07464224000101;Cinza;04/06/2023
07467331000185;Vermelho;04/06/2023
07473492000181;Cinza;04/06/2023
07484813000143;Vermelho;04/06/2023
07490854000142;Cinza;04/06/2023
07494922000141;Cinza;04/06/2023
07496000000173;Cinza;04/06/2023
07496475000160;Cinza;04/06/2023
07496583000213;Cinza;04/06/2023
07502441000130;Vermelho;04/06/2023
07512248000180;Cinza;04/06/2023
07524013000109;Verde;04/06/2023
07526430000190;Cinza;04/06/2023
07526557000100;Verde;04/06/2023
07535586000308;Cinza;04/06/2023
07536718000146;Cinza;04/06/2023
07541890000198;Cinza;04/06/2023
07545972000100;Cinza;04/06/2023
07548046000199;Cinza;04/06/2023
07550960000174;Cinza;04/06/2023
07560969000166;Amarela;04/06/2023
07561864000121;Cinza;04/06/2023
07562201000393;Cinza;04/06/2023
07562483000167;Cinza;04/06/2023
07562717000257;Cinza;04/06/2023
07571746002733;Verde;04/06/2023
07576060000104;Cinza;04/06/2023
07582393000138;Cinza;04/06/2023
07594978000178;Amarela;04/06/2023
07601630000160;Cinza;04/06/2023
07605104000179;Cinza;04/06/2023
07607357000181;Cinza;04/06/2023
07621142000115;Vermelho;04/06/2023
07624772000143;Cinza;04/06/2023
07628528000159;Cinza;04/06/2023
07665943000182;Verde;04/06/2023
07668307000104;Cinza;04/06/2023
07676836000150;Verde;04/06/2023
07676911000182;Vermelho;04/06/2023
07687836000406;Cinza;04/06/2023
07689002000189;Vermelho;04/06/2023
07690884000100;Verde;04/06/2023
07691077000102;Verde;04/06/2023
07698637000142;Verde;04/06/2023
07701463000120;Cinza;04/06/2023
07711441000140;Cinza;04/06/2023
07716220000165;Cinza;04/06/2023
07716548000181;Verde;04/06/2023
07717369000169;Verde;04/06/2023
07718269000157;Cinza;04/06/2023
07718326000106;Cinza;04/06/2023
07726602000170;Cinza;04/06/2023
07730391000149;Cinza;04/06/2023
07730446000110;Vermelho;04/06/2023
07731281000100;Cinza;04/06/2023
07733424000104;Cinza;04/06/2023
07737933000105;Verde;04/06/2023
07738498000133;Cinza;04/06/2023
07739834000839;Cinza;04/06/2023
07742861000194;Cinza;04/06/2023
07743406000294;Verde;04/06/2023
07744457000150;Cinza;04/06/2023
07755345000102;Cinza;04/06/2023
07766175000153;Cinza;04/06/2023
07772383000165;Vermelho;04/06/2023
07781671000186;Cinza;04/06/2023
07784073000160;Verde;04/06/2023
07785006000160;Verde;04/06/2023
07792010000156;Cinza;04/06/2023
07794384000100;Verde;04/06/2023
07799043000128;Amarela;04/06/2023
07799268000184;Vermelho;04/06/2023
07810423000116;Cinza;04/06/2023
07810697000105;Cinza;04/06/2023
07811304000188;Cinza;04/06/2023
07816890000153;Vermelho;04/06/2023
07817109000165;Verde;04/06/2023
07820907000146;Cinza;04/06/2023
07825591000185;Vermelho;04/06/2023
07832123000138;Verde;04/06/2023
07833815000109;Cinza;04/06/2023
07845833000100;Verde;04/06/2023
07853196000106;Verde;04/06/2023
07854065000143;Verde;04/06/2023
07857594000109;Cinza;04/06/2023
07859971000130;Vermelho;04/06/2023
07871900000404;Cinza;04/06/2023
07882930000165;Verde;04/06/2023
07882993000464;Cinza;04/06/2023
07886720000145;Cinza;04/06/2023
07889836000138;Amarela;04/06/2023
07894022000191;Cinza;04/06/2023
07898207000174;Cinza;04/06/2023
07902454000105;Vermelho;04/06/2023
07904376000170;Cinza;04/06/2023
07907332000101;Cinza;04/06/2023
07907754000179;Cinza;04/06/2023
07920676000142;Cinza;04/06/2023
07927850000189;Verde;04/06/2023
07927968000611;Cinza;04/06/2023
07928261000972;Cinza;04/06/2023
07931944000121;Amarela;04/06/2023
07938280000394;Cinza;04/06/2023
07938292000157;Cinza;04/06/2023
07938358001008;Cinza;04/06/2023
07939455000116;Verde;04/06/2023
07942042000433;Cinza;04/06/2023
07948085000698;Cinza;04/06/2023
07948808000144;Cinza;04/06/2023
07955496000287;Cinza;04/06/2023
07957769000303;Ni;04/06/2023
07963129002279;Cinza;04/06/2023
07963542000109;Cinza;04/06/2023
07963768000100;Cinza;04/06/2023
07971152000180;Cinza;04/06/2023
07974420000118;Cinza;04/06/2023
07974423000666;Cinza;04/06/2023
07974572000110;Cinza;04/06/2023
07974778017035;Cinza;04/06/2023
07977366000164;Cinza;04/06/2023
07979185000177;Cinza;04/06/2023
07979675000173;Verde;04/06/2023
07982621000167;Verde;04/06/2023
07983257000311;Cinza;04/06/2023
07988543000612;Cinza;04/06/2023
07991042006200;Cinza;04/06/2023
07993729000155;Verde;04/06/2023
08000191000101;Cinza;04/06/2023
08000421000124;Cinza;04/06/2023
08001500000907;Ni;04/06/2023
08003070000105;Vermelho;04/06/2023
08005450000189;Cinza;04/06/2023
08006614000192;Cinza;04/06/2023
08007350004260;Cinza;04/06/2023
08012006000190;Verde;04/06/2023
08013471000146;Cinza;04/06/2023
08014262000117;Cinza;04/06/2023
08016514000147;Cinza;04/06/2023
08019524013386;Cinza;04/06/2023
08019610000149;Cinza;04/06/2023
08022103000164;Cinza;04/06/2023
08031744000851;Ni;04/06/2023
08038434000192;Cinza;04/06/2023
08041508000220;Cinza;04/06/2023
08045546000170;Cinza;04/06/2023
08050760000115;Cinza;04/06/2023
08051091000104;Cinza;04/06/2023
08053951000130;Verde;04/06/2023
08054471000194;Cinza;04/06/2023
08061859000112;Cinza;04/06/2023
08065557000112;Verde;04/06/2023
08066704000330;Cinza;04/06/2023
08069575001063;Cinza;04/06/2023
08074104000152;Verde;04/06/2023
08075842000114;Cinza;04/06/2023
08078329000187;Verde;04/06/2023
08078582000130;Cinza;04/06/2023
08078847000109;Verde;04/06/2023
08083710000134;Verde;04/06/2023
08084696000193;Verde;04/06/2023
08085236000341;Cinza;04/06/2023
08087094000190;Verde;04/06/2023
08088590000168;Cinza;04/06/2023
08088646000184;Cinza;04/06/2023
08088714000105;Cinza;04/06/2023
08090122000209;Cinza;04/06/2023
08091816000180;Cinza;04/06/2023
08098937000404;Cinza;04/06/2023
08102090000567;Cinza;04/06/2023
08102374000391;Cinza;04/06/2023
08114593000129;Cinza;04/06/2023
08114960001328;Cinza;04/06/2023
08115066000139;Cinza;04/06/2023
08117389000161;Cinza;04/06/2023
08127756000299;Cinza;04/06/2023
08143864000174;Cinza;04/06/2023
08144095000471;Cinza;04/06/2023
08147424000195;Cinza;04/06/2023
08151485000126;Cinza;04/06/2023
08154331000198;Verde;04/06/2023
08154905000128;Verde;04/06/2023
08155466000178;Cinza;04/06/2023
08157985000175;Verde;04/06/2023
08159681000147;Cinza;04/06/2023
08159965000133;Verde;04/06/2023
08160844000101;Cinza;04/06/2023
08167586000195;Cinza;04/06/2023
08170849000115;Cinza;04/06/2023
08171343000201;Ni;04/06/2023
08177333000364;Cinza;04/06/2023
08183400000191;Cinza;04/06/2023
08183631000103;Cinza;04/06/2023
08186928000114;Cinza;04/06/2023
08189400000107;Cinza;04/06/2023
08190204000497;Cinza;04/06/2023
08191897000190;Cinza;04/06/2023
08192227000198;Cinza;04/06/2023
08193436000156;Cinza;04/06/2023
08197768000109;Cinza;04/06/2023
08203210000199;Cinza;04/06/2023
08212977000265;Cinza;04/06/2023
08215282000156;Cinza;04/06/2023
08216684000175;Cinza;04/06/2023
08226708000177;Cinza;04/06/2023
08228195000133;Vermelho;04/06/2023
08236568000118;Verde;04/06/2023
08249524000203;Cinza;04/06/2023
08250646000139;Cinza;04/06/2023
08259891000107;Cinza;04/06/2023
08268389000162;Cinza;04/06/2023
08271646000115;Cinza;04/06/2023
08271846000178;Cinza;04/06/2023
08272407000180;Cinza;04/06/2023
08286168000117;Cinza;04/06/2023
08291744000114;Cinza;04/06/2023
08292994000179;Cinza;04/06/2023
08294189000184;Cinza;04/06/2023
08294224000165;Cinza;04/06/2023
08295720000133;Cinza;04/06/2023
08295810000124;Verde;04/06/2023
08298522000123;Amarela;04/06/2023
08299481000190;Cinza;04/06/2023
08300560000173;Cinza;04/06/2023
08303090000100;Cinza;04/06/2023
08303205000158;Cinza;04/06/2023
08306272000126;Vermelho;04/06/2023
08312229000173;Verde;04/06/2023
08312789000128;Cinza;04/06/2023
08322447000199;Cinza;04/06/2023
08323040000348;Verde;04/06/2023
08324196000181;Verde;04/06/2023
08342257000133;Vermelho;04/06/2023
08343492000120;Vermelho;04/06/2023
08343492036400;Cinza;04/06/2023
08350816000238;Cinza;04/06/2023
08358068000230;Cinza;04/06/2023
08358170000154;Cinza;04/06/2023
08360774000135;Cinza;04/06/2023
08364666000130;Cinza;04/06/2023
08364948000138;Verde;04/06/2023
08366376000550;Cinza;04/06/2023
08366776000131;Cinza;04/06/2023
08368221000129;Cinza;04/06/2023
08368976000204;Ni;04/06/2023
08370895000168;Cinza;04/06/2023
08372826000274;Cinza;04/06/2023
08383185000172;Cinza;04/06/2023
08383235000111;Cinza;04/06/2023
08383277000152;Cinza;04/06/2023
08389020000531;Cinza;04/06/2023
08391105000120;Cinza;04/06/2023
08392914000157;Cinza;04/06/2023
08393113000106;Cinza;04/06/2023
08396397000275;Cinza;04/06/2023
08396580000190;Cinza;04/06/2023
08402943000152;Verde;04/06/2023
08403333000173;Cinza;04/06/2023
08420198000255;Cinza;04/06/2023
08420563000736;Cinza;04/06/2023
08439659000150;Vermelho;04/06/2023
08448725000159;Cinza;04/06/2023
08453366000128;Cinza;04/06/2023
08458376000580;Ni;04/06/2023
08463029000383;Cinza;04/06/2023
08467115000100;Amarela;04/06/2023
08474141000158;Verde;04/06/2023
08478087002324;Cinza;04/06/2023
08480419000108;Cinza;04/06/2023
08481383000179;Cinza;04/06/2023
08484664000266;Verde;04/06/2023
08489405000147;Cinza;04/06/2023
08493433000138;Cinza;04/06/2023
08498384000126;Cinza;04/06/2023
08500135000128;Cinza;04/06/2023
08504291000167;Cinza;04/06/2023
08507996000138;Cinza;04/06/2023
08509586000126;Verde;04/06/2023
08511168000173;Cinza;04/06/2023
08511695000188;Verde;04/06/2023
08514181000186;Cinza;04/06/2023
08522471000414;Cinza;04/06/2023
08524702000348;Ni;04/06/2023
08529173000103;Cinza;04/06/2023
08534605000174;Cinza;04/06/2023
08535124000183;Cinza;04/06/2023
08535796000199;Cinza;04/06/2023
08535914000916;Cinza;04/06/2023
08537328000153;Cinza;04/06/2023
08540149000175;Cinza;04/06/2023
08544440000111;Vermelho;04/06/2023
08544919000158;Cinza;04/06/2023
08547596000407;Cinza;04/06/2023
08551091000246;Cinza;04/06/2023
08552353000106;Cinza;04/06/2023
08552760000385;Cinza;04/06/2023
08559812000183;Cinza;04/06/2023
08560026000104;Cinza;04/06/2023
08560444000193;Verde;04/06/2023
08561701015214;Ni;04/06/2023
08561872000130;Verde;04/06/2023
08563321000106;Cinza;04/06/2023
08564705000143;Cinza;04/06/2023
08569612000101;Cinza;04/06/2023
08571311000112;Cinza;04/06/2023
08574411000100;Verde;04/06/2023
08577804000240;Ni;04/06/2023
08577883000109;Cinza;04/06/2023
08578581000155;Cinza;04/06/2023
08590011000857;Cinza;04/06/2023
08591800000136;Cinza;04/06/2023
08592396000115;Verde;04/06/2023
08605143000139;Cinza;04/06/2023
08605344000136;Cinza;04/06/2023
08609227000140;Verde;04/06/2023
08613550000198;Verde;04/06/2023
08621693000141;Amarela;04/06/2023
08627057000127;Cinza;04/06/2023
08634117000139;Cinza;04/06/2023
08637195000197;Cinza;04/06/2023
08644214000102;Cinza;04/06/2023
08650187000180;Cinza;04/06/2023
08651836000168;Cinza;04/06/2023
08656576000113;Cinza;04/06/2023
08657734000150;Cinza;04/06/2023
08659143000111;Cinza;04/06/2023
08660735000153;Cinza;04/06/2023
08662435000103;Cinza;04/06/2023
08665163000103;Cinza;04/06/2023
08674070000137;Vermelho;04/06/2023
08683499000433;Cinza;04/06/2023
08687815000100;Cinza;04/06/2023
08689890000100;Cinza;04/06/2023
08698543002775;Cinza;04/06/2023
08702184000143;Cinza;04/06/2023
08705234000146;Cinza;04/06/2023
08705965000191;Cinza;04/06/2023
08718718000120;Cinza;04/06/2023
08730427000157;Cinza;04/06/2023
08731423000193;Cinza;04/06/2023
08744512000174;Cinza;04/06/2023
08750251000103;Cinza;04/06/2023
08757772000184;Cinza;04/06/2023
08759257000133;Vermelho;04/06/2023
08764621000153;Cinza;04/06/2023
08778841000136;Verde;04/06/2023
08786706000132;Cinza;04/06/2023
08787067000120;Verde;04/06/2023
08790124000120;Cinza;04/06/2023
08792840000146;Cinza;04/06/2023
08795211000170;Verde;04/06/2023
08796574000120;Cinza;04/06/2023
08797760000183;Verde;04/06/2023
08797967000239;Ni;04/06/2023
08801621000186;Cinza;04/06/2023
08807192000154;Verde;04/06/2023
08807432000110;Cinza;04/06/2023
08811643000127;Cinza;04/06/2023
08812805000141;Cinza;04/06/2023
08813381000300;Ni;04/06/2023
08816801000131;Cinza;04/06/2023
08821901000237;Cinza;04/06/2023
08827824000141;Cinza;04/06/2023
08850932000135;Cinza;04/06/2023
08860628000179;Cinza;04/06/2023
08870509000105;Cinza;04/06/2023
08873763000400;Cinza;04/06/2023
08876124000147;Cinza;04/06/2023
08877788000120;Cinza;04/06/2023
08878300000341;Ni;04/06/2023
08885521000185;Cinza;04/06/2023
08897628000305;Cinza;04/06/2023
08902291000115;Amarela;04/06/2023
08902459000273;Verde;04/06/2023
08915722000188;Verde;04/06/2023
08917451000280;Cinza;04/06/2023
08917620000100;Verde;04/06/2023
08921890000186;Verde;04/06/2023
08926302000105;Vermelho;04/06/2023
08928273000102;Verde;04/06/2023
08933791000114;Verde;04/06/2023
08935813000185;Verde;04/06/2023
08938262000103;Verde;04/06/2023
08941729000174;Cinza;04/06/2023
08953491000105;Cinza;04/06/2023
08958195000199;Cinza;04/06/2023
08968303000104;Cinza;04/06/2023
08968621000175;Vermelho;04/06/2023
08970082000109;Cinza;04/06/2023
08980035002351;Cinza;04/06/2023
08982683000212;Cinza;04/06/2023
08983176000112;Cinza;04/06/2023
08989255000130;Cinza;04/06/2023
08998552000142;Cinza;04/06/2023
09001826000140;Vermelho;04/06/2023
09012163000169;Verde;04/06/2023
09030956000100;Cinza;04/06/2023
09038443000146;Cinza;04/06/2023
09041168000110;Verde;04/06/2023
09042817000105;Verde;04/06/2023
09047459000115;Cinza;04/06/2023
09049548000109;Vermelho;04/06/2023
09049977000178;Cinza;04/06/2023
09055729000130;Cinza;04/06/2023
09055821000108;Cinza;04/06/2023
09059963000135;Verde;04/06/2023
09063155000141;Cinza;04/06/2023
09069700000107;Cinza;04/06/2023
09080475000100;Cinza;04/06/2023
09083102000192;Cinza;04/06/2023
09083175000184;Verde;04/06/2023
09086467000332;Cinza;04/06/2023
09093910047447;Ni;04/06/2023
09112289000105;Verde;04/06/2023
09112685000132;Cinza;04/06/2023
09114805000130;Verde;04/06/2023
09120794000100;Verde;04/06/2023
09131854000181;Cinza;04/06/2023
09132432003308;Cinza;04/06/2023
09135056000128;Cinza;04/06/2023
09141130000119;Verde;04/06/2023
09146451000106;Verde;04/06/2023
09146532000106;Cinza;04/06/2023
09148549000100;Cinza;04/06/2023
09149503000106;Vermelho;04/06/2023
09160226002925;Cinza;04/06/2023
09169275000128;Verde;04/06/2023
09175653000186;Verde;04/06/2023
09182058000178;Cinza;04/06/2023
09182318000105;Cinza;04/06/2023
09183532000186;Cinza;04/06/2023
09188937000107;Cinza;04/06/2023
09191444000126;Cinza;04/06/2023
09192745000174;Verde;04/06/2023
09200303000122;Cinza;04/06/2023
09203513000174;Cinza;04/06/2023
09204556000174;Verde;04/06/2023
09210981000176;Cinza;04/06/2023
09212397000150;Cinza;04/06/2023
09215529000105;Cinza;04/06/2023
09220931000250;Cinza;04/06/2023
09229201000130;Cinza;04/06/2023
09230729000129;Cinza;04/06/2023
09236609000139;Cinza;04/06/2023
09240414000162;Vermelho;04/06/2023
09240805000349;Cinza;04/06/2023
09248177000186;Cinza;04/06/2023
09249505000169;Cinza;04/06/2023
09251176000190;Cinza;04/06/2023
09257586000149;Verde;04/06/2023
09261324000158;Cinza;04/06/2023
09262216000108;Verde;04/06/2023
09262560000199;Cinza;04/06/2023
09267661000152;Cinza;04/06/2023
09268552000150;Cinza;04/06/2023
09268992000107;Cinza;04/06/2023
09274451000191;Vermelho;04/06/2023
09277687000181;Vermelho;04/06/2023
09279968000173;Cinza;04/06/2023
09280420000143;Verde;04/06/2023
09280610000160;Cinza;04/06/2023
09282665000100;Cinza;04/06/2023
