cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
32959574000188;2019-03-07;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;36576012;VICOSA;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
32960059000118;2019-03-07;true;6810201;COMPRA E VENDA DE IMOVEIS PROPRIOS;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
32966831000109;2019-03-08;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;48610716;PAULO AFONSO;BA;NORDESTE;VALE SAO FRANCISCANO DA BAHIA;"ATIVA";04/06/2023
32970505000175;2019-03-08;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;49095603;ARACAJU;SE;NORDESTE;LESTE SERGIPANO;"ATIVA";04/06/2023
32973957000100;2019-03-08;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;15775000;SANTA FE DO SUL;SP;SUDESTE;SAO JOSE DO RIO PRETO;"ATIVA";04/06/2023
32977792000145;2019-03-10;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;88780000;IMBITUBA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
32979882000175;1989-06-08;true;161001;SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;78785000;ALTO TAQUARI;MT;CENTRO-OESTE;SUDESTE MATO GROSSENSE;"ATIVA";04/06/2023
32980848000110;2019-03-11;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;74927060;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
32981088000166;2019-03-11;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;69350000;ALTO ALEGRE;RR;NORTE;NORTE DE RORAIMA;"ATIVA";04/06/2023
32983541000173;2019-03-11;true;161003;SERVICO DE PREPARACAO DE TERRENO CULTIVO E COLHEITA;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;22780520;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
32987910000104;2019-03-11;true;2330301;FABRICACAO DE ESTRUTURAS PRE MOLDADAS DE CONCRETO ARMADO EM SERIE E SOB ENCOMENDA;QUIMICA-PETROQUIMICA;INDUSTRIA;98200000;IBIRUBA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
32988814000172;2019-03-11;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;97670000;SAO BORJA;RS;SUL;SUDOESTE RIO GRANDENSE;"ATIVA";04/06/2023
32995190000110;2019-03-12;true;9529101;REPARACAO DE CALCADOS BOLSAS E ARTIGOS DE VIAGEM;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;28300000;ITAPERUNA;RJ;SUDESTE;NOROESTE FLUMINENSE;"ATIVA";04/06/2023
33000167000101;1966-09-28;true;1921700;FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO;QUIMICA-PETROQUIMICA;INDUSTRIA;20031170;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33000301000174;2019-03-12;true;1064300;FABRICACAO DE FARINHA DE MILHO E DERIVADOS EXCETO OLEOS DE MILHO;BENS DE CONSUMO;INDUSTRIA;95980000;ANTA GORDA;RS;SUL;NORDESTE RIO GRANDENSE;"ATIVA";04/06/2023
33020916000162;2019-03-13;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;81670410;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
33024943000103;2019-03-14;true;7739003;ALUGUEL DE PALCOS COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO EXCETO ANDAIMES;SERVICOS ADMINISTRATIVOS;SERVICOS;78158171;VARZEA GRANDE;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;"ATIVA";04/06/2023
33030965000186;2019-03-14;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;30220350;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33035536000100;1973-09-17;true;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22631003;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33035759000592;1987-06-05;false;892403;REFINO E OUTROS TRATAMENTOS DO SAL;MINERACAO;INDUSTRIA;59025500;NATAL;RN;NORDESTE;LESTE POTIGUAR;"ATIVA";04/06/2023
33037293000130;2019-03-15;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;41218093;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
33040051000104;2019-03-15;true;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;54535180;CABO DE SANTO AGOSTINHO;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
33040601000187;1972-11-30;true;6436100;SOCIEDADES DE CREDITO FINANCIAMENTO E INVESTIMENTO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;30160912;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33041260065290;2008-08-07;true;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33041260183226;2019-06-25;false;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;89620970;CAMPOS NOVOS;SC;SUL;SERRANA;"ATIVA";04/06/2023
33042730000104;1966-08-08;true;2422901;PRODUCAO DE LAMINADOS PLANOS DE ACO AO CARBONO REVESTIDOS OU NAO;SIDERURGICA-METALURGIA;INDUSTRIA;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33044855000173;2019-03-15;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33050071000158;1966-08-01;true;3514000;DISTRIBUICAO DE ENERGIA ELETRICA;ENERGIA;INDUSTRIA;20220297;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33057862000100;2019-03-18;true;1359600;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;TEXTEIS;INDUSTRIA;28500000;CANTAGALO;RJ;SUDESTE;CENTRO FLUMINENSE;"ATIVA";04/06/2023
33060592000196;2019-03-18;true;9529101;REPARACAO DE CALCADOS BOLSAS E ARTIGOS DE VIAGEM;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33062064000176;2019-03-18;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;26022580;NOVA IGUACU;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33064850000102;2019-03-18;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;72236800;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;"ATIVA";04/06/2023
33065080000112;2019-03-18;true;5099801;TRANSPORTE AQUAVIARIO PARA PASSEIOS TURISTICOS;TRANSPORTE;SERVICOS;23968000;ANGRA DOS REIS;RJ;SUDESTE;SUL FLUMINENSE;"ATIVA";04/06/2023
33067841000175;2019-03-19;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;99999999;DIADEMA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33068179000178;2018-10-31;true;6912500;CARTORIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;55590000;IPOJUCA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
33071847000116;2019-03-19;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;13206765;JUNDIAI;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
33077065000194;2019-01-07;true;8800600;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO;SERVICOS DE SAUDE;SERVICOS;93490273;NOVO HAMBURGO;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33078014000187;2019-03-19;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;58780000;ITAPORANGA;PB;NORDESTE;SERTAO PARAIBANO;"ATIVA";04/06/2023
33080959000133;2019-03-19;true;7739099;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE SEM OPERADOR;SERVICOS ADMINISTRATIVOS;SERVICOS;20745000;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33084166000192;2019-03-20;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;88048330;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
33091066000193;2019-03-20;true;4520007;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;99999999;COTIA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33098658101910;2009-04-22;false;6619399;OUTRAS ATIVIDADES AUXILIARES DOS SERVICOS FINANCEIROS NAO ESPECIFICADAS ANTERIORMENTE;BENS DE CAPITAL;SERVICOS;49025100;ARACAJU;SE;NORDESTE;LESTE SERGIPANO;"ATIVA";04/06/2023
33102476000192;1966-08-10;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22430060;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33102756000109;2019-03-21;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;99999999;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33111246000190;1966-08-11;true;4391600;OBRAS DE FUNDACOES;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;22713010;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33113309000147;1969-01-30;true;1812100;IMPRESSAO DE MATERIAL DE SEGURANCA;PAPEL E CELULOSE;INDUSTRIA;18052445;SOROCABA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
33113309004487;2004-04-19;false;1821100;SERVICOS DE PRE IMPRESSAO;PAPEL E CELULOSE;INDUSTRIA;14096340;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
33114745000130;1966-08-17;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;21555550;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33115659000142;2019-03-22;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;26530080;NILOPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33116197000188;2019-03-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33121105000158;2019-03-22;true;4721102;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;VAREJO;COMERCIO;81480196;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
33123029000110;2019-03-23;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;46200000;CONDEUBA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
33124700000147;2019-03-23;true;4930204;TRANSPORTE RODOVIARIO DE MUDANCAS;TRANSPORTE;SERVICOS;21645320;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33135160000105;2019-03-25;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;95783000;PARECI NOVO;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33136596000100;2019-03-25;true;4322302;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO DE VENTILACAO E REFRIGERACAO;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;90240200;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33155183000173;2019-03-27;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;39800109;TEOFILO OTONI;MG;SUDESTE;VALE DO MUCURI;"ATIVA";04/06/2023
33159276000176;2019-03-27;true;8592902;ENSINO DE ARTES CENICAS EXCETO DANCA;SERVICOS DE EDUCACAO;SERVICOS;81050001;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
33161006000108;2019-03-27;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;61814004;PACATUBA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
33161012000157;2019-03-27;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;13504186;RIO CLARO;SP;SUDESTE;PIRACICABA;"ATIVA";04/06/2023
33166849000199;2019-03-27;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;11436000;GUARUJA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33168056000109;2019-03-27;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;30180080;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33179707000166;2019-03-28;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;85862416;FOZ DO IGUACU;PR;SUL;OESTE PARANAENSE;"ATIVA";04/06/2023
33183760000130;2019-03-29;true;2539001;SERVICOS DE USINAGEM TORNEARIA E SOLDA;SIDERURGICA-METALURGIA;INDUSTRIA;99999999;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33185409000189;2019-03-29;true;4930203;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;TRANSPORTE;SERVICOS;87030370;MARINGA;PR;SUL;NORTE CENTRAL PARANAENSE;"ATIVA";04/06/2023
33187043000187;2019-03-29;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;96184000;CAMAQUA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33192548000130;2019-03-29;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;45078498;VITORIA DA CONQUISTA;BA;NORDESTE;CENTRO SUL BAIANO;"ATIVA";04/06/2023
33196725000156;2019-03-30;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33196845000153;2019-03-30;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;22775130;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33200049000147;1965-12-31;true;5510801;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;22060001;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33200174000157;2019-03-31;true;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33202250000163;1966-09-15;true;5510801;HOTEIS;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;20241110;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33205262000141;2019-04-01;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;69078420;MANAUS;AM;NORTE;CENTRO AMAZONENSE;"ATIVA";04/06/2023
33205934000119;2019-04-01;true;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;44600000;IPIRA;BA;NORDESTE;CENTRO NORTE BAIANO;"ATIVA";04/06/2023
33207423000136;2019-04-01;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;55890000;ALIANCA;PE;NORDESTE;MATA PERNAMBUCANA;"ATIVA";04/06/2023
33207488000181;2019-04-01;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;14500000;ITUVERAVA;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
33209476000196;2019-04-01;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;79560000;CHAPADAO DO SUL;MS;CENTRO-OESTE;LESTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
33209927000195;2019-04-01;true;4618401;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MEDICAMENTOS COSMETICOS E PRODUTOS DE PERFUMARIA;ATACADO;COMERCIO;99999999;SANTO ANDRE;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33215725000156;2019-04-02;true;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;95560000;TORRES;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33218031000172;2019-04-02;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;17320000;MINEIROS DO TIETE;SP;SUDESTE;BAURU;"ATIVA";04/06/2023
33221020000141;2019-04-02;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;12312000;JACAREI;SP;SUDESTE;VALE DO PARAIBA PAULISTA;"ATIVA";04/06/2023
33225499000194;2019-04-02;true;2222600;FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO;QUIMICA-PETROQUIMICA;INDUSTRIA;13720970;SAO JOSE DO RIO PARDO;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
33226790000187;2019-04-02;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;33920350;RIBEIRAO DAS NEVES;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33228024000151;1971-09-06;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;22210901;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33232549000160;2019-04-03;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;88352000;BRUSQUE;SC;SUL;VALE DO ITAJAI;"ATIVA";04/06/2023
33233175000106;2019-04-03;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;79450000;ROCHEDO;MS;CENTRO-OESTE;CENTRO NORTE DE MATO GROSSO DO SUL;"ATIVA";04/06/2023
33236412000184;2019-04-03;true;2542000;FABRICACAO DE ARTIGOS DE SERRALHERIA EXCETO ESQUADRIAS;SIDERURGICA-METALURGIA;INDUSTRIA;17511401;MARILIA;SP;SUDESTE;MARILIA;"ATIVA";04/06/2023
33236926000130;2019-04-03;true;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS CONGRESSOS EXPOSICOES E FESTAS;SERVICOS ADMINISTRATIVOS;SERVICOS;64807090;FLORIANO;PI;NORDESTE;SUDOESTE PIAUIENSE;"ATIVA";04/06/2023
33243006000149;2019-04-03;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;74340050;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
33256439000139;1953-12-11;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33258036000129;2019-04-04;true;3600602;DISTRIBUICAO DE AGUA POR CAMINHOES;SERVICOS DE SANEAMENTO BASICO;SERVICOS;42600000;MADRE DE DEUS;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
33258122000131;2019-04-04;true;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;74945327;APARECIDA DE GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
33261265000100;2019-04-05;true;4929902;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;57150000;PILAR;AL;NORDESTE;LESTE ALAGOANO;"ATIVA";04/06/2023
33264113000153;2019-04-05;true;7112000;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;51110160;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
33267043000197;2019-04-05;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33268481000170;2019-04-05;true;3313901;MANUTENCAO E REPARACAO DE GERADORES TRANSFORMADORES E MOTORES ELETRICOS;SERVICOS DIVERSOS;SERVICOS;78556058;SINOP;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;"ATIVA";04/06/2023
33270678000143;2019-04-05;true;6201501;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA;INDUSTRIA DIGITAL;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33272468000194;2019-04-06;true;4754701;COMERCIO VAREJISTA DE MOVEIS;VAREJO;COMERCIO;26086075;NOVA IGUACU;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33274148000173;2019-04-06;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;78118811;VARZEA GRANDE;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;"ATIVA";04/06/2023
33277200000145;2019-04-07;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;41150000;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
33279789000110;2019-04-08;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;98801480;SANTO ANGELO;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
